	BbigeminaBOND	BbovisT2Bo	BmicrotiRI	Candersoni30847	Ccayetanensis	CfelisWinnie	ChominisTU502	CmurisRN66	CparvumIowaII	Cubiquitum39726	CveliaCCMP2878	EacervulinaHoughton	EfalciformisB	EmaximaW	EmitisH	EnecatrixH	EtenellaH	GniphandrodesUnknown	HhammondiH	NcaninumL	PbergheiANKA	Pchabaudichabaudi	PcoatneyiHackeri	PcynomolgiB	Pfalciparum3D7	PfragileNilgiri	PgaboniSY75	Pgallinaceum8A	PinuiSanAntonio1	PknowlesiH	PmalariaeUG01	PovalecurtisiGH01	PreichenowiCDC	PrelictumSGS1	PvinckeipetteriCR	PvivaxSal1	Pyoeliiyoelii17X	SneuronaSN3	TannulataAnkara	TgondiiVEG	TorientalisShintoku	TparvaMuguga	VbrassicaformisCCMP3155	Total
OG0000144	3	3	3	2	3	3	2	2	2	2	3	4	4	4	6	3	3	1	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	111
OG0000145	1	1	1	5	3	1	5	6	5	5	15	3	5	3	3	5	5	0	3	3	1	1	1	1	2	1	2	2	1	1	1	1	2	2	1	1	1	3	1	3	1	1	2	111
OG0000146	2	2	1	1	5	1	1	1	1	1	8	3	6	3	4	2	3	13	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	0	4	1	0	5	111
OG0000147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	14	13	0	14	0	0	8	11	4	20	0	0	0	24	0	0	0	0	0	0	0	110
OG0000148	92	9	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	109
OG0000149	3	4	3	1	2	3	1	1	1	1	4	2	3	0	1	2	2	1	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	4	109
OG0000150	3	3	3	0	3	2	0	0	0	0	4	3	4	3	3	3	3	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	2	2	3	109
OG0000151	2	2	3	0	4	2	0	0	0	0	15	2	3	2	2	2	2	1	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	1	3	1	1	17	109
OG0000152	2	2	3	2	3	2	2	2	2	2	7	4	3	3	4	4	3	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	4	108
OG0000153	2	2	2	2	2	2	2	2	4	2	2	3	2	4	9	7	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	4	108
OG0000154	3	3	3	2	4	2	2	2	2	2	15	4	3	3	3	2	4	3	3	3	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	4	4	4	3	4	3	108
OG0000155	0	0	2	2	3	1	1	2	2	2	19	4	3	5	4	4	4	2	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	4	1	3	11	108
OG0000156	0	0	0	1	4	0	1	1	1	1	14	3	3	3	2	5	6	2	5	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	0	5	0	0	8	108
OG0000157	0	0	0	2	4	0	2	2	2	2	16	3	4	4	5	3	3	3	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	0	5	0	0	18	108
OG0000158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	4	1	10	8	7	8	1	8	6	12	7	7	1	4	11	4	0	1	0	1	2	0	108
OG0000159	2	2	1	3	5	2	3	3	3	3	10	4	4	4	2	5	4	5	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	3	2	2	7	107
OG0000160	2	2	2	2	3	2	2	2	2	2	8	3	4	3	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	3	1	2	11	107
OG0000161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	3	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	107
OG0000162	1	1	2	3	3	2	3	3	3	3	2	4	3	5	1	5	4	0	4	4	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	3	2	4	2	2	2	106
OG0000163	2	2	2	2	3	1	2	2	2	2	2	5	5	3	5	3	3	2	4	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	4	105
OG0000164	0	0	1	2	6	2	2	2	2	2	4	4	3	3	13	4	6	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	4	1	3	13	105
OG0000165	2	3	2	2	3	2	0	2	0	0	2	2	2	2	2	3	3	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	3	2	2	3	104
OG0000166	0	0	0	2	1	0	2	2	2	2	7	2	2	2	2	2	2	2	1	1	2	2	2	2	1	2	1	2	2	2	2	2	1	2	2	2	2	1	0	1	0	0	37	104
OG0000167	3	3	3	3	2	3	3	3	3	3	5	2	2	2	1	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	1	103
OG0000168	1	1	1	2	2	1	2	2	2	2	2	2	2	2	1	2	2	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	1	3	1	1	5	103
OG0000169	1	1	1	2	4	1	2	2	2	2	3	4	5	4	2	4	5	0	4	4	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	4	8	5	4	7	3	103
OG0000170	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103
OG0000171	2	2	3	1	2	2	1	1	1	1	8	3	2	2	3	3	3	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	4	2	3	4	102
OG0000172	2	2	1	2	2	1	1	2	1	1	4	2	2	1	0	2	2	1	3	2	2	2	3	3	3	3	3	4	3	3	2	3	3	4	2	3	2	2	2	3	2	3	8	102
OG0000173	1	1	1	2	4	1	2	2	2	2	5	4	4	2	4	5	3	3	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	4	1	1	3	102
OG0000174	2	2	3	1	2	3	1	1	1	1	7	2	3	2	5	4	3	1	4	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	1	1	7	101
OG0000175	2	2	3	2	3	2	2	2	2	2	4	3	3	2	4	3	4	1	3	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	1	2	3	2	2	4	101
OG0000176	0	0	0	0	1	0	0	0	0	0	5	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	101
OG0000177	2	2	2	2	1	2	2	2	2	3	4	2	3	3	2	4	3	2	2	4	2	3	3	2	2	3	2	2	2	2	2	2	2	2	3	2	2	2	1	3	2	2	3	100
OG0000178	2	2	2	2	3	2	2	2	2	2	3	2	3	1	1	3	3	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	9	100
OG0000179	1	1	1	3	2	1	1	3	1	1	7	2	2	2	1	3	4	0	7	6	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	4	1	6	1	3	3	100
OG0000180	2	2	2	2	1	2	2	2	2	2	4	3	3	4	2	6	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	3	99
OG0000181	0	0	0	1	1	0	1	1	1	1	0	1	2	1	2	1	1	1	1	1	1	1	1	1	21	1	20	1	1	1	1	1	21	1	1	1	1	1	0	1	0	0	4	99
OG0000182	1	1	2	2	3	2	2	2	2	2	5	3	3	1	1	5	4	1	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	3	3	98
OG0000183	1	1	1	1	2	1	1	1	1	1	5	2	2	2	1	2	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	41	98
OG0000184	0	0	0	1	1	0	2	1	1	1	26	1	1	1	1	1	3	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	0	2	0	0	33	98
OG0000185	3	3	3	2	2	1	1	2	1	1	12	1	2	0	0	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	9	97
OG0000186	2	2	2	1	5	2	1	1	1	1	2	3	3	2	1	4	3	1	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	2	3	2	3	4	97
OG0000187	1	1	1	2	2	1	1	2	2	1	20	2	1	2	1	2	1	3	3	4	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	20	97
OG0000188	0	0	0	0	4	0	0	0	0	0	8	4	2	1	2	4	4	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	7	0	0	33	97
OG0000189	2	2	2	3	3	3	2	3	2	2	4	2	2	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	96
OG0000190	2	1	2	2	3	2	2	2	2	1	11	2	1	1	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	9	96
OG0000191	2	2	2	2	2	3	2	2	2	2	4	4	2	4	1	3	3	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	96
OG0000192	1	1	1	2	7	2	3	2	3	3	3	3	5	5	4	3	4	2	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	4	1	4	5	96
OG0000193	2	2	2	1	2	2	1	1	1	1	1	2	3	3	3	2	3	2	2	2	2	2	2	2	6	2	6	2	2	2	2	2	6	2	2	2	2	1	2	2	2	2	2	95
OG0000194	2	2	2	2	1	1	2	2	2	2	6	2	2	2	1	2	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	5	95
OG0000195	2	2	2	2	3	2	2	2	2	2	2	2	4	2	2	3	3	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	95
OG0000196	2	2	2	3	4	1	2	2	3	2	6	1	5	0	1	2	3	1	3	3	2	2	2	2	1	2	1	2	2	2	2	2	1	2	2	2	2	1	1	3	1	1	9	95
OG0000197	2	1	1	1	5	2	2	1	1	1	7	4	3	4	8	2	12	4	4	5	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	1	0	2	2	5	1	1	7	95
OG0000198	2	3	2	1	2	3	1	1	1	1	2	2	1	2	1	2	2	2	3	2	3	3	2	2	3	3	3	3	2	3	3	3	3	3	2	2	3	3	2	2	2	3	1	95
OG0000199	1	1	1	1	2	2	1	1	1	1	5	2	3	2	2	3	3	2	3	3	2	2	2	2	4	2	4	2	2	2	2	2	4	2	2	2	2	2	1	3	1	1	6	94
OG0000200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	12	5	6	5	1	6	5	9	12	5	1	3	12	3	0	0	0	1	0	0	94
OG0000201	2	2	2	2	2	2	2	2	2	2	6	2	2	2	2	2	2	3	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	4	93
OG0000202	0	0	1	1	1	1	1	1	1	1	65	1	1	1	1	1	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	1	1	3	93
OG0000203	0	0	0	1	0	0	0	1	1	0	64	1	1	0	0	0	0	0	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	2	0	0	0	93
OG0000204	0	0	0	0	4	0	0	0	0	0	0	16	4	13	19	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	93
OG0000205	2	2	2	0	2	1	0	0	0	0	3	3	3	3	1	4	3	0	5	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	1	5	1	1	8	92
OG0000206	1	1	1	2	1	1	2	2	2	2	26	1	1	1	1	1	0	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	2	13	92
OG0000207	1	1	1	1	2	1	1	1	1	1	1	2	2	2	1	2	2	1	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	3	3	1	2	1	1	2	91
OG0000208	2	1	2	2	4	2	1	2	1	1	10	3	3	2	5	2	3	0	4	3	1	1	1	1	2	1	2	1	1	1	2	2	2	1	1	1	1	3	1	3	1	2	6	91
OG0000209	2	2	2	1	3	3	1	1	1	1	2	2	2	1	4	2	2	4	2	2	2	2	3	2	2	2	4	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	90
OG0000210	2	2	2	2	2	2	2	2	2	2	2	3	3	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	90
OG0000211	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	90
OG0000212	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	3	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	90
OG0000213	2	2	2	2	3	2	2	2	2	2	2	4	1	2	2	1	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	90
OG0000214	1	1	1	1	3	1	1	1	1	1	27	3	2	3	1	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	10	90
OG0000215	0	0	0	0	1	0	0	0	0	1	77	1	1	1	1	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	90
OG0000216	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	87	0	0	90
OG0000217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	90
OG0000218	2	1	2	1	3	2	1	1	1	1	4	2	3	1	1	1	3	1	3	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	1	2	3	2	2	7	89
OG0000219	2	2	2	1	3	2	1	1	1	1	1	3	2	4	3	3	3	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	0	89
OG0000220	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	89
OG0000221	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	89
OG0000222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	89
OG0000223	2	2	2	0	4	2	0	0	0	0	5	3	2	2	3	2	4	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	6	88
OG0000224	0	0	1	0	1	0	0	0	0	0	0	3	1	5	32	4	8	10	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	0	1	0	0	0	88
OG0000225	1	1	1	2	2	1	2	2	2	2	3	2	2	2	3	2	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	1	3	1	1	3	87
OG0000226	2	2	2	2	3	2	2	2	2	2	3	3	1	1	4	2	3	1	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	1	3	87
OG0000227	2	2	2	2	2	2	2	2	2	2	2	2	2	3	1	2	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	87
OG0000228	2	2	2	2	2	2	2	2	2	2	3	2	1	0	0	1	2	5	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	87
OG0000229	1	1	1	2	2	1	2	2	2	2	13	4	3	2	1	4	3	2	3	3	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	0	3	1	1	7	87
OG0000230	2	2	2	2	2	3	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	87
OG0000231	1	1	1	1	2	1	1	1	1	1	6	4	3	3	9	5	6	0	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	10	87
OG0000232	1	1	1	1	2	1	1	1	1	1	6	1	1	0	0	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	1	3	1	1	13	87
OG0000233	0	0	2	1	6	1	1	1	1	1	7	4	4	5	7	6	5	0	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	0	3	0	0	6	87
OG0000234	2	3	2	2	2	2	2	2	2	2	2	3	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	86
OG0000235	2	2	1	1	1	3	1	1	1	1	8	4	5	1	0	1	1	1	2	2	1	1	1	1	2	1	2	2	1	1	1	2	2	2	1	1	1	3	1	2	3	3	12	86
OG0000236	1	1	2	2	1	3	2	2	2	2	3	2	3	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	5	86
OG0000237	2	0	1	0	0	78	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	86
OG0000238	3	2	2	1	2	2	1	1	1	1	2	3	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	86
OG0000239	1	2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	86
OG0000240	0	0	2	2	3	1	2	2	2	2	4	1	3	1	3	2	2	0	2	2	2	2	3	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	7	86
OG0000241	1	1	1	1	1	2	1	1	1	1	3	1	2	1	1	1	1	0	1	1	1	1	1	28	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	11	85
OG0000242	2	1	2	1	0	1	1	1	1	2	5	2	2	2	1	4	4	0	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	1	1	1	1	11	85
OG0000243	1	1	1	1	2	1	1	1	1	1	4	2	2	2	1	3	3	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	8	85
OG0000244	1	1	2	1	2	1	2	1	1	1	3	1	4	3	1	2	2	2	3	3	2	2	2	2	3	2	3	2	2	2	2	2	3	2	2	2	2	2	1	3	1	2	2	85
OG0000245	3	5	2	2	2	2	2	2	2	2	2	2	2	2	1	2	3	2	2	2	2	2	1	2	2	1	2	2	1	2	2	2	2	2	1	2	2	2	1	2	2	2	2	85
OG0000246	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	85
OG0000247	1	1	2	0	1	1	0	0	0	0	2	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	0	49	85
OG0000248	2	2	2	2	2	2	2	2	2	2	3	1	2	2	0	2	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	84
OG0000249	1	1	0	0	2	1	0	0	0	0	1	6	3	11	18	3	5	3	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	0	2	1	0	2	84
OG0000250	2	2	2	2	2	2	2	2	2	2	1	2	4	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	84
OG0000251	2	2	2	1	2	2	1	1	1	1	3	3	2	3	3	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	84
OG0000252	0	0	0	0	1	0	0	0	0	0	0	3	1	4	73	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84
OG0000253	2	1	1	2	2	1	2	2	2	2	3	2	3	2	3	2	2	4	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	3	4	2	8	83
OG0000254	2	2	2	3	3	2	2	3	2	2	9	2	3	2	4	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	4	83
OG0000255	2	2	2	2	2	2	2	2	2	2	2	2	1	0	0	2	2	3	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	83
OG0000256	2	2	2	2	2	1	2	2	2	1	3	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	83
OG0000257	2	2	2	2	2	2	2	2	2	2	2	2	2	1	0	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	83
OG0000258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	83
OG0000259	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	82
OG0000260	2	2	2	1	2	2	1	1	1	1	2	1	2	1	4	3	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	82
OG0000261	2	2	2	2	2	1	2	2	2	2	2	1	2	1	1	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	1	2	1	1	2	82
OG0000262	1	0	1	1	8	0	1	1	2	1	3	3	3	3	7	4	8	1	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	82
OG0000263	1	1	1	2	3	1	2	2	2	2	4	3	4	3	3	3	3	4	3	3	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	3	1	3	1	1	4	82
OG0000264	0	0	1	0	3	1	0	0	0	0	3	3	4	3	4	2	3	0	5	5	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	5	2	1	14	82
OG0000265	0	0	0	0	3	0	0	0	0	0	5	4	2	3	2	3	2	0	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	4	0	4	0	0	7	82
OG0000266	3	2	2	1	1	2	1	1	1	1	2	2	1	1	2	2	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	81
OG0000267	2	2	2	1	2	2	1	1	1	1	2	1	1	1	3	3	1	1	1	1	2	2	2	2	2	2	2	2	3	2	2	2	2	3	2	2	2	1	2	1	3	3	5	81
OG0000268	1	2	2	1	2	1	1	1	1	1	5	1	1	1	7	2	2	1	3	3	2	2	1	2	2	1	2	2	1	2	2	2	2	2	1	2	2	2	1	3	1	1	4	81
OG0000269	1	1	1	1	1	1	1	1	1	1	35	1	1	1	0	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	0	1	4	81
OG0000270	2	2	2	2	2	2	2	2	2	2	2	2	2	1	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	81
OG0000271	2	2	2	2	3	2	1	2	1	2	2	3	2	1	2	3	2	1	3	3	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	3	2	1	0	81
OG0000272	2	2	1	1	2	1	1	1	1	1	2	1	3	1	1	2	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	1	3	1	1	3	80
OG0000273	1	1	1	2	1	1	2	2	2	2	2	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	2	80
OG0000274	2	2	2	2	2	3	2	2	1	1	1	3	2	2	3	2	2	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	2	3	9	80
OG0000275	2	2	2	1	2	1	1	1	1	1	4	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	3	2	2	2	2	80
OG0000276	2	2	2	1	2	2	1	1	1	1	3	2	2	1	2	2	3	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	80
OG0000277	1	1	2	0	3	1	0	0	0	0	3	3	3	3	3	5	4	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	1	2	1	1	2	80
OG0000278	2	2	2	1	1	2	1	1	1	1	4	2	3	1	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	1	2	80
OG0000279	0	0	0	1	4	0	1	1	1	1	20	2	4	2	6	4	4	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	3	0	0	2	80
OG0000280	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	80
OG0000281	1	1	1	2	3	1	1	2	1	1	6	2	1	2	2	2	2	1	2	2	2	1	2	2	3	2	3	2	2	2	2	2	3	2	1	2	2	2	0	2	0	0	4	79
OG0000282	2	2	2	2	2	2	2	2	2	2	2	1	1	1	0	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	79
OG0000283	1	1	1	1	3	1	1	1	1	1	5	7	5	4	3	6	5	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	79
OG0000284	2	2	2	2	2	2	1	2	1	1	2	1	3	1	1	1	2	1	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	79
OG0000285	2	2	2	1	2	2	1	1	1	1	3	2	2	1	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	79
OG0000286	1	1	0	2	3	0	2	2	2	2	5	2	5	4	3	5	5	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	0	2	0	0	8	79
OG0000287	2	2	2	1	1	1	2	1	2	2	1	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	78
